ID Ano Mes Dia Hora Min Prec
Valencia 2009 1 3 16 0 0.2
Valencia 2009 1 3 16 10 0.3
Valencia 2009 1 3 16 20 0.3
Valencia 2009 1 3 16 30 0.2
Valencia 2009 1 3 16 40 0.1
Valencia 2009 1 3 16 50 0.2
Valencia 2009 1 3 17 0 0.1
Valencia 2009 1 3 17 10 0.5
Valencia 2009 1 3 17 20 0.9
Valencia 2009 1 3 17 30 0.7
Valencia 2009 1 3 17 40 0.4
Valencia 2009 1 3 17 50 0.7
Valencia 2009 1 3 18 0 0.5
Valencia 2009 1 3 18 10 0.5
Valencia 2009 1 3 18 20 0.9
Valencia 2009 1 3 18 30 0.7
Valencia 2009 1 3 18 40 0.4
Valencia 2009 1 3 18 50 0.7
Valencia 2009 1 3 19 0 0.5
Valencia 2009 1 3 19 10 0.6
Valencia 2009 1 3 19 20 0.4
Valencia 2009 1 3 19 30 0.5
Valencia 2009 1 3 19 40 0.3
Valencia 2009 1 3 19 50 0.3
Valencia 2009 1 3 20 0 0.3
Valencia 2009 1 3 20 10 0.1
Valencia 2009 1 3 20 30 0.1
Valencia 2009 1 4 0 20 0.1
Valencia 2009 1 4 0 40 0.1
Valencia 2009 1 4 1 0 0.1
Valencia 2009 1 4 1 10 0.1
Valencia 2009 1 4 1 20 0.1
Valencia 2009 1 4 1 30 0.2
Valencia 2009 1 4 1 40 0.1
Valencia 2009 1 4 1 50 0.2
Valencia 2009 1 4 2 0 0.3
Valencia 2009 1 4 2 10 0.3
Valencia 2009 1 4 2 20 0.4
Valencia 2009 1 4 2 30 0.2
Valencia 2009 1 4 2 50 0.1
Valencia 2009 1 4 3 0 0.4
Valencia 2009 1 4 3 10 0.3
Valencia 2009 1 4 3 20 0.1
Valencia 2009 1 4 3 30 0.2
Valencia 2009 1 4 3 40 0.4
Valencia 2009 1 4 3 50 0.3
Valencia 2009 1 4 4 0 0.3
Valencia 2009 1 4 4 10 0.2
Valencia 2009 1 4 4 20 0.6
Valencia 2009 1 4 4 30 0.5
Valencia 2009 1 4 4 40 0.6
Valencia 2009 1 4 4 50 1.1
Valencia 2009 1 4 5 0 1.1
Valencia 2009 1 4 5 10 1.2
Valencia 2009 1 4 5 20 0.7
Valencia 2009 1 4 5 30 3.1
Valencia 2009 1 4 5 40 3.9
Valencia 2009 1 4 5 50 2.7
Valencia 2009 1 4 6 0 2.6
Valencia 2009 1 4 6 10 0.6
Valencia 2009 1 4 6 20 0.4
Valencia 2009 1 4 6 30 0.2
Valencia 2009 1 4 6 40 0.1
Valencia 2009 1 4 7 0 0.1
Valencia 2009 1 4 7 20 0.1
Valencia 2009 1 4 8 20 0.1
Valencia 2009 1 4 9 30 0.1
Valencia 2009 1 4 9 40 0.2
Valencia 2009 1 4 9 50 0.1
Valencia 2009 1 4 10 0 0.3
Valencia 2009 1 4 10 10 0.1
Valencia 2009 1 4 10 20 0.1
Valencia 2009 1 4 10 30 0.1
Valencia 2009 1 4 11 50 0.1
Valencia 2009 1 9 4 0 0.1
Valencia 2009 1 9 4 30 0.1
Valencia 2009 1 9 4 40 0.1
Valencia 2009 1 9 4 50 0.1
Valencia 2009 1 9 5 0 0.1
Valencia 2009 1 9 7 50 0.1
Valencia 2009 1 9 8 10 0.1
Valencia 2009 1 9 8 30 0.1
Valencia 2009 1 9 9 0 0.1
Valencia 2009 1 9 9 10 0.1
Valencia 2009 1 9 9 30 0.1
Valencia 2009 1 9 10 20 0.1
Valencia 2009 1 10 16 50 0.3
Valencia 2009 1 10 23 20 0.1
Valencia 2009 1 10 23 30 0.2
Valencia 2009 1 10 23 40 0.3
Valencia 2009 1 11 0 0 0.2
Valencia 2009 1 11 0 10 0.1
Valencia 2009 1 11 11 20 0.1
Valencia 2009 1 11 12 30 0.1
Valencia 2009 1 11 12 40 0.2
Valencia 2009 1 11 12 50 0.5
Valencia 2009 1 11 13 0 0.1
Valencia 2009 2 6 14 30 0.1
Valencia 2009 2 6 14 40 0.4
Valencia 2009 2 6 14 50 0.1
Valencia 2009 2 15 6 40 0.2
Valencia 2009 2 15 6 50 0.2
Valencia 2009 2 15 7 0 0.1
Valencia 2009 2 15 8 0 0.2
Valencia 2009 2 15 8 10 0.1
Valencia 2009 2 15 9 0 0.1
Valencia 2009 2 15 9 30 0.4
Valencia 2009 2 15 9 40 0.5
Valencia 2009 2 15 9 50 0.3
Valencia 2009 2 15 10 0 0.3
Valencia 2009 2 15 10 10 0.2
Valencia 2009 2 15 10 20 0.2
Valencia 2009 2 15 10 30 0.1
Valencia 2009 2 15 10 50 0.1
Valencia 2009 2 15 14 0 0.1
Valencia 2009 2 15 14 10 0.1
Valencia 2009 2 15 14 20 0.1
Valencia 2009 2 15 14 30 0.1
Valencia 2009 2 15 15 10 0.1
Valencia 2009 2 15 17 0 0.1
Valencia 2009 2 15 18 40 0.1
Valencia 2009 2 28 9 10 0.1
Valencia 2009 2 28 9 20 0.2
Valencia 2009 2 28 9 30 0.2
Valencia 2009 2 28 9 40 0.3
Valencia 2009 2 28 9 50 0.5
Valencia 2009 2 28 10 0 0.5
Valencia 2009 2 28 10 10 0.5
Valencia 2009 2 28 10 20 0.4
Valencia 2009 2 28 10 30 0.4
Valencia 2009 2 28 10 40 0.2
Valencia 2009 2 28 10 50 0.2
Valencia 2009 2 28 11 0 0.4
Valencia 2009 2 28 11 10 0.4
Valencia 2009 2 28 11 20 0.6
Valencia 2009 2 28 11 30 0.3
Valencia 2009 2 28 11 40 0.3
Valencia 2009 2 28 11 50 0.3
Valencia 2009 2 28 12 0 0.3
Valencia 2009 2 28 12 10 0.4
Valencia 2009 2 28 12 20 0.4
Valencia 2009 2 28 12 30 0.3
Valencia 2009 2 28 12 40 0.4
Valencia 2009 2 28 12 50 0.3
Valencia 2009 2 28 13 0 0.1
Valencia 2009 2 28 13 10 0.1
Valencia 2009 2 28 13 20 0.4
Valencia 2009 2 28 13 30 0.8
Valencia 2009 2 28 13 40 0.7
Valencia 2009 2 28 13 50 0.2
Valencia 2009 2 28 14 0 0.1
Valencia 2009 2 28 14 10 0.2
Valencia 2009 2 28 14 20 0.3
Valencia 2009 2 28 14 30 0.4
Valencia 2009 2 28 14 40 0.2
Valencia 2009 2 28 15 0 0.2
Valencia 2009 2 28 15 10 0.1
Valencia 2009 2 28 23 30 0.1
Valencia 2009 2 28 23 40 0.1
Valencia 2009 2 28 23 50 0.1
Valencia 2009 3 3 8 40 0.1
Valencia 2009 3 3 9 0 0.2
Valencia 2009 3 3 9 10 0.2
Valencia 2009 3 3 9 20 0.3
Valencia 2009 3 3 9 30 0.4
Valencia 2009 3 3 9 40 0.9
Valencia 2009 3 3 9 50 1.6
Valencia 2009 3 3 10 0 1.2
Valencia 2009 3 3 10 10 0.6
Valencia 2009 3 3 10 20 0.4
Valencia 2009 3 3 10 30 2
Valencia 2009 3 3 10 40 0.6
Valencia 2009 3 3 10 50 0.7
Valencia 2009 3 3 11 0 0.7
Valencia 2009 3 3 11 10 0.2
Valencia 2009 3 3 11 30 0.1
Valencia 2009 3 3 11 40 0.1
Valencia 2009 3 3 11 50 0.1
Valencia 2009 3 3 12 0 0.5
Valencia 2009 3 3 12 10 0.8
Valencia 2009 3 3 12 20 0.5
Valencia 2009 3 3 12 30 0.4
Valencia 2009 3 3 12 40 0.7
Valencia 2009 3 3 12 50 0.3
Valencia 2009 3 3 13 0 0.3
Valencia 2009 3 3 13 10 0.6
Valencia 2009 3 3 13 20 0.5
Valencia 2009 3 3 13 30 0.3
Valencia 2009 3 3 13 40 0.4
